League,Team,Season,KEY,Player,Position,Appearances,Goals,Started,Started As A Sub,Came On,Taken Off,Own Goals,Type Of Goal,First Half,Second Half,First Scorer,Last Scorer,Home,Away,Right Foot,Left Foot,Header,Other Method,Open Play,Cross,Free Kick,Direct Free Kick,Throw In,Penalty,Corner,Other Type Of Play,Minutes played,Min/goal,Assists,% Assists,Leading Recipient,Recipient Goals,CS,% Clean Sheets,Hat Tricks,Yellow Cards,Yellow - First Half,Yellow - Second Half,Yellow - Home,Yellow - Away,Yelow - Minutes Played,Minutes per Yellow Cards,Sent Off,Straight Red Card,Two Yellow Cards,Red - First Half,Red - Second Half,Red - Home,Red - Away,Red - Minutes Played,Minutes per Red Cards
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Enzo Crivelli,Forward,30,6,25,6,5,16,0,Player,5,1,4,2,1,5,4,1,1,-,3,3,-,-,-,-,-,-,2086,348,,,,,,,,7,4,3,6,1,2086,298,,,,,,,,,
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Rodrigue Casimir Ninga,Forward,29,5,25,6,4,12,0,Player,3,2,3,1,3,2,3,1,1,-,2,-,2,-,-,1,-,-,,,,,,,,,,8,4,4,4,4,2142,267.75,,,,,,,,,
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Alexander Djiku,Midfielder,28,1,28,1,0,0,0,Player,-,1,1,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,,,,,,,,,,8,2,6,3,5,2485,310.63,1,1,-,-,1,1,-,2555,2555
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Prince Oniangue,Defender,28,2,26,3,2,5,0,Player,-,2,-,-,2,-,-,-,2,-,-,1,1,-,-,-,-,-,,,,,,,,,,3,1,2,1,2,2258,752.67,,,,,,,,,
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Malik Tchokounte,Forward,26,0,13,20,13,6,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1254,627,,,,,,,,,
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Yoel Armougom,Defender,25,0,19,12,6,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,2,3,1719,343.8,1,-,1,1,-,-,1,1719,1719
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Claudio Beauvue,Midfielder,24,3,16,10,8,8,0,Player,-,3,-,2,1,2,2,-,1,-,1,1,-,-,-,1,-,-,,,,,,,,,,1,-,1,-,1,1473,1473,,,,,,,,,
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Saif-Eddine Khaoui,Forward,22,3,15,14,7,14,0,Player,2,1,2,1,2,1,-,3,-,-,3,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Paul Baysse,Defender,21,0,20,5,1,0,1,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2,2,1862,465.5,1,-,1,-,1,-,1,1862,1862
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Jonathan Gradit,Defender,20,0,19,7,1,4,1,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Ismael Diomande,Defender,18,0,14,6,4,5,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,2,3,1295,259,1,-,1,-,1,-,1,1295,1295
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Yacine Bammou,Forward,17,2,9,12,8,3,0,Player,-,2,1,1,2,-,1,-,1,-,1,-,-,-,-,1,-,-,,,,,,,,,,2,1,1,2,-,918,459,,,,,,,,,
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Jessy Deminguet,Midfielder,16,0,11,16,5,7,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,938,469,,,,,,,,,
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Baissama Sankoh,Defender,14,0,5,18,9,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,586,293,1,1,-,-,1,1,-,586,586
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Evens Joseph,Midfielder,13,0,2,13,11,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Emmanuel Imorou,Defender,12,0,8,8,4,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,785,392.5,,,,,,,,,
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Aly NDom,Forward,12,0,4,15,8,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,-,2,401,200.5,,,,,,,,,
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Adama Mbengue,Defender,11,0,8,13,3,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,2,739,246.33,,,,,,,,,
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Younn Zahary,Defender,9,0,5,6,4,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,-,2,529,264.5,,,,,,,,,
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Stef Peeters,Midfielder,7,0,5,9,2,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Romain Genevois,Defender,6,0,5,4,1,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Herman Moussaki,Forward,2,0,0,4,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Timo Stavitski,Forward,1,0,0,2,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Issa Marega,Defender,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Jan Repas,Midfielder,0,0,0,5,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Mouhamadou Dabo,Midfielder,0,0,0,3,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Caen,2018/19,French Ligue 1|Caen|2018/19,Erwin Zelazny,Goalkeeper,0,0,0,34,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,,,,25,,,,,,Team,,,,,,,,,,,19,1,-,-,-,2,3,-,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Julio Tavares,Forward,32,3,27,5,5,4,0,Player,1,2,1,1,2,1,1,2,-,-,2,-,-,-,-,-,1,-,,,,,,,,,,4,1,3,3,1,2438,609.5,,,,,,,,,
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Naim Sliti,Midfielder,31,2,23,8,8,11,0,Player,1,1,-,2,2,-,1,1,-,-,1,-,-,-,-,1,-,-,,,,,,,,,,2,-,2,1,1,2063,1031.5,,,,,,,,,
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Wesley Lautoa,Midfielder,30,0,30,1,0,2,1,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,9,5,7,2666,222.17,1,-,1,-,1,1,-,2666,2666
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Wesley Said,Forward,30,4,21,12,9,13,0,Player,2,2,2,2,3,1,2,2,-,-,4,-,-,-,-,-,-,-,,,,,,,,,,4,2,2,2,2,1915,478.75,,,,,,,,,
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Oussama Haddadi,Defender,29,2,27,4,2,4,0,Player,-,2,-,1,1,1,-,2,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,6,1,5,4,2,2452,408.67,1,-,1,-,1,-,1,2452,2452
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Cedric Yambere,Defender,29,0,27,4,2,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,1,3,2498,624.5,,,,,,,,,
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Roman Amalfitano,Midfielder,28,0,26,4,2,7,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,1,-,2213,2213,1,1,-,1,-,-,1,2325,2325
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Mehdi Abeid,Midfielder,26,3,23,4,3,8,0,Player,-,3,-,1,1,2,3,-,-,-,2,-,-,-,-,1,-,-,,,,,,,,,,6,2,4,2,4,2008,334.67,,,,,,,,,
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Jordan Marie,Midfielder,23,0,17,12,6,5,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,1,3,1533,383.25,,,,,,,,,
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Runar Alex Runarsson,Goalkeeper,21,0,21,12,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,5,23.81%,,,,,,,,,,,,,,,,,
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Benjamin Jeannot,Forward,19,2,18,6,1,15,0,Player,1,1,1,-,2,-,2,-,-,-,1,1,-,-,-,-,-,-,,,,,,,,,,2,-,2,1,1,1347,673.5,,,,,,,,,
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Fouad Chafik,Defender,18,1,18,13,0,7,0,Player,1,-,1,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,2,1,1,1,1,1584,792,,,,,,,,,
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Valentin Rosier,Defender,18,0,16,2,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,-,2,-,1458,729,,,,,,,,,
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Jules Keita,Forward,18,2,2,22,16,1,0,Player,-,2,-,1,-,2,1,1,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,2,1,1,1,1,467,233.5,,,,,,,,,
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Florant Balmont,Midfielder,17,0,12,13,5,8,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,-,2,892,446,,,,,,,,,
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Chang-Hoon Kwon,Midfielder,16,1,8,9,8,5,0,Player,1,-,1,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,1,-,1,-,1,740,740,,,,,,,,,
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Bobby Allain,Goalkeeper,13,0,13,21,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,1,7.69%,,1,-,1,-,1,1170,1170,,,,,,,,,
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Frederic Sammaritano,Midfielder,13,0,6,11,7,5,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,2,536,178.67,1,-,1,-,1,1,-,536,536
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Nayef Aguerd,Defender,11,3,10,8,1,1,0,Player,2,1,3,-,1,2,-,1,1,1,2,-,-,-,-,-,1,-,,,,,,,,,,2,1,1,1,1,888,444,,,,,,,,,
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Enzo Loiodice,Midfielder,11,0,10,9,1,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,3,1,849,212.25,1,-,1,-,1,1,-,849,849
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Laurent Ciman,Defender,9,0,7,5,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,-,1,2,715,238.33,,,,,,,,,
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Senou Couliably,Defender,9,1,6,9,3,1,0,Player,-,1,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,,,,,,,,,,1,1,-,-,1,410,410,2,2,-,2,-,1,1,647,323.5
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Mickael Alphonse,Defender,9,1,4,15,5,0,0,Player,1,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Yoann Gourcuff,Midfielder,8,0,0,9,8,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Sory Kaba,Forward,7,0,2,9,5,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Arnold Bouka Moutou,Defender,2,0,0,5,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Theo Barbet,Defender,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Levi Ntumba,Goalkeeper,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Dijon FCO,2018/19,French Ligue 1|Dijon FCO|2018/19,Sory Doumbouya,Forward,0,0,0,3,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,,,,24,,,,,,Team,,,,,,,,,,,9,3,1,-,-,5,6,-,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Pedro Rebocho,Defender,32,0,32,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,7,29,Felix Eboa Eboa,3,,,,4,2,2,-,4,2880,720,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Ludovic Blas,Midfielder,30,1,23,9,7,10,0,Player,-,1,1,1,1,-,-,1,-,-,-,-,-,-,-,1,-,-,,,,,,,,,,4,2,2,3,1,2044,511,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Marcus Coco,Midfielder,30,1,20,11,10,11,0,Player,-,1,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,,,,,,,,,,2,1,1,2,-,1727,863.5,1,1,-,1,-,-,1,1819,1819
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Jeremy Sorbon,Defender,29,1,25,9,4,1,0,Player,-,1,-,1,-,1,-,-,1,-,-,-,-,-,-,-,1,-,,,,,,,,,,2,-,2,1,1,2284,1142,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Marcus Thuram,Forward,28,8,28,0,0,7,0,Player,3,5,3,2,4,4,5,-,3,-,1,-,1,-,-,4,2,-,2393,299,,,,,,,,3,3,-,-,3,2393,797.67,2,2,-,1,1,2,-,2476,1238
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Ettiene Didot,Midfielder,27,1,20,13,7,5,0,Player,-,1,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,4,1,3,3,1,1859,464.75,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Felix Eboa Eboa,Defender,25,3,25,5,0,1,0,Player,3,-,2,-,2,1,-,-,3,-,-,-,-,-,-,-,3,-,,,,,,,,,,5,2,3,2,3,2247,449.4,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Nicolas Benezet,Midfielder,25,3,18,7,7,6,0,Player,2,1,2,2,2,1,2,-,1,-,2,1,-,-,-,-,-,-,,,,,,,,,,2,1,1,1,1,1664,832,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Christophe Kerbrat,Midfielder,23,0,23,6,0,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-,3,1,2,1919,639.67,1,1,-,-,1,-,1,1937,1937
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Nolan Roux,Forward,21,2,15,7,6,7,0,Player,1,1,1,1,1,1,2,-,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,2,-,2,1,1,1293,646.5,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Lebogang Phiri,Midfielder,20,0,19,9,1,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-,3,1,2,1595,531.67,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Cheick Traore,Defender,20,0,16,13,4,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,1,3,1504,376,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Marc-Aurele Caillard,Goalkeeper,18,0,18,12,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,5,29.41%,,,,,,,,,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Karl-Johan Johnsson,Goalkeeper,17,0,17,15,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,4,23.53%,,,,,,,,,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Lucas Deaux,Midfielder,16,3,15,4,1,10,0,Player,-,3,1,1,2,1,1,-,2,-,2,1,-,-,-,-,-,-,,,,,,,,,,4,1,3,2,2,1061,265.25,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Jordan Ikoko,Defender,16,0,15,6,1,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,-,-,2,1347,673.5,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Ronny Rodelin,Midfielder,16,0,8,12,8,6,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Yeni Ngbakoto,Midfielder,14,1,4,19,10,3,0,Player,-,1,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Alexandre Mendy,Forward,12,0,6,9,6,5,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2,1,1,543,271.5,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,"Didier Ibrahim N'Dong",Midfielder,11,0,8,5,3,5,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,2,1,746,248.67,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Guessouma Fofana,Midfielder,11,0,5,17,6,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,2,1,554,184.67,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Nathael Julan,Forward,10,0,3,7,7,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,430,430,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Mehdi Merghem,Midfielder,6,0,6,1,0,5,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,2,455,151.67,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Papy Mison Djilobodji,Defender,4,0,2,8,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,1,-,174,174,1,1,-,-,1,1,-,236,236
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Matthias Phaeton,Forward,4,0,0,6,4,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Franck Tabanou,Defender,2,0,2,11,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Djegui Koita,Defender,2,0,1,2,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Johan Larsson,Defender,1,0,1,4,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Denis Petric,Goalkeeper,0,0,0,6,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Yohan Bilingi,Defender,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,En Avant Guingamp,2018/19,French Ligue 1|En Avant Guingamp|2018/19,Mehdi Boudjemaa,Midfielder,0,0,0,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,PSV Eindhoven,2018/19,Eredivisie|PSV Eindhoven|2018/19,,,,48,,,,,,Team,,,,,,,,,,,29,5,-,1,-,4,5,4,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,PSV Eindhoven,2018/19,Eredivisie|PSV Eindhoven|2018/19,Derrick Luckassen,Defender,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,PSV Eindhoven,2018/19,Eredivisie|PSV Eindhoven|2018/19,Luuk De Jong,Forward,14,13,14,0,0,0,0,Player,7,6,5,4,7,6,6,2,5,-,5,4,-,-,-,-,2,2,1260,97,2,4,Donyell Malen,1,,,,2,-,2,1,1,1260,630,,,,,,,,,
Eredivisie,PSV Eindhoven,2018/19,Eredivisie|PSV Eindhoven|2018/19,Hirving Lozano,Forward,14,8,14,0,0,7,0,Player,4,4,3,3,5,3,6,2,-,-,7,-,-,-,-,1,-,-,1183,148,4,8,Luuk De Jong,4,,,,2,1,1,1,1,1183,591.5,,,,,,,,,
Eredivisie,PSV Eindhoven,2018/19,Eredivisie|PSV Eindhoven|2018/19,Denzel Dumfries,Defender,14,2,14,0,0,3,0,Player,-,2,-,2,1,1,1,-,1,-,1,-,-,-,-,-,1,-,,,,,,,,,,2,-,2,1,1,1201,600.5,,,,,,,,,
Eredivisie,PSV Eindhoven,2018/19,Eredivisie|PSV Eindhoven|2018/19,Jorrit Hendrix,Midfielder,14,1,14,0,0,4,0,Player,1,-,1,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,2,2,-,2,-,1159,579.5,,,,,,,,,
Eredivisie,PSV Eindhoven,2018/19,Eredivisie|PSV Eindhoven|2018/19,Angelino,Defender,14,0,14,0,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,5,10,Luuk De Jong,3,,,,,,,,,,,,,,,,,,,
Eredivisie,PSV Eindhoven,2018/19,Eredivisie|PSV Eindhoven|2018/19,Jeroen Zoet,Goalkeeper,14,0,14,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,8,57.14%,,1,-,1,-,1,1260,1260,,,,,,,,,
Eredivisie,PSV Eindhoven,2018/19,Eredivisie|PSV Eindhoven|2018/19,Donyell Malen,Forward,14,4,1,13,13,1,0,Player,1,3,-,1,1,3,3,1,-,-,2,1,-,-,-,-,-,1,312,78,3,6,Luuk De Jong,2,,,,,,,,,,,,,,,,,,,
Eredivisie,PSV Eindhoven,2018/19,Eredivisie|PSV Eindhoven|2018/19,Steven Bergwijn,Forward,13,7,13,0,0,6,0,Player,2,5,-,3,4,3,5,1,1,-,5,-,-,-,-,-,1,1,1136,162,6,13,Luuk De Jong,2,,,,2,2,-,2,-,1136,568,,,,,,,,,
Eredivisie,PSV Eindhoven,2018/19,Eredivisie|PSV Eindhoven|2018/19,Gaston Pereiro,Midfielder,13,7,13,0,0,10,0,Player,5,2,3,-,5,2,-,7,-,-,3,-,-,1,-,3,-,-,956,137,3,6,Hirving Lozano,1,,,,2,2,-,2,-,956,478,,,,,,,,,
Eredivisie,PSV Eindhoven,2018/19,Eredivisie|PSV Eindhoven|2018/19,Nick Viergever,Defender,13,2,13,0,0,1,0,Player,1,1,-,-,2,-,-,2,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,2,1,1,-,2,1137,568.5,,,,,,,,,
Eredivisie,PSV Eindhoven,2018/19,Eredivisie|PSV Eindhoven|2018/19,Pablo Rosario,Midfielder,13,0,13,0,0,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,1,3,1103,275.75,,,,,,,,,
Eredivisie,PSV Eindhoven,2018/19,Eredivisie|PSV Eindhoven|2018/19,Daniel Schwaab,Defender,12,0,12,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eredivisie,PSV Eindhoven,2018/19,Eredivisie|PSV Eindhoven|2018/19,Erick Gutierrez,Midfielder,7,3,1,9,6,0,0,Player,-,3,-,-,2,1,-,3,-,-,2,-,-,-,-,-,1,-,239,80,4,8,Steven Bergwijn,2,,,,,,,,,,,,,,,,,,,
