League,Team,Season,KEY,Player,Position,Appearances,Goals,Started,Started As A Sub,Came On,Taken Off,Own Goals,Type Of Goal,First Half,Second Half,First Scorer,Last Scorer,Home,Away,Right Foot,Left Foot,Header,Other Method,Open Play,Cross,Free Kick,Direct Free Kick,Throw In,Penalty,Corner,Other Type Of Play,Minutes played,Min/goal,Assists,% Assists,Leading Recipient,Recipient Goals,CS,% Clean Sheets,Hat Tricks,Yellow Cards,Yellow - First Half,Yellow - Second Half,Yellow - Home,Yellow - Away,Yelow - Minutes Played,Minutes per Yellow Cards,Sent Off,Straight Red Card,Two Yellow Cards,Red - First Half,Red - Second Half,Red - Home,Red - Away,Red - Minutes Played,Minutes per Red Cards
French Ligue 1,Stade Brest,2019/20,French Ligue 1|Stade Brest|2019/20,Brendan Chardonnet,Defender,4,0,3,9,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,-,2,270,135,,,,,,,,,
French Ligue 1,Stade Brest,2019/20,French Ligue 1|Stade Brest|2019/20,"Ferris N'Goma",Midfielder,4,1,0,9,4,0,0,Player,-,1,-,1,1,-,1,-,-,-,-,-,-,-,-,1,-,-,21,21,,,,,,,,1,-,1,1,-,21,21,,,,,,,,,
French Ligue 1,Stade Brest,2019/20,French Ligue 1|Stade Brest|2019/20,Gaetan Belaud,Defender,2,0,1,8,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Stade Brest,2019/20,French Ligue 1|Stade Brest|2019/20,Hugo Magnetti,Midfielder,2,0,1,8,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Stade Brest,2019/20,French Ligue 1|Stade Brest|2019/20,"Hianga M'Bock",Midfielder,1,0,1,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Stade Brest,2019/20,French Ligue 1|Stade Brest|2019/20,Donovan Leon,Goalkeeper,1,0,1,16,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,,,,,,,,,,,,,,,,,
French Ligue 1,Stade Brest,2019/20,French Ligue 1|Stade Brest|2019/20,"Hiang'a Mbock",Midfielder,1,1,0,1,1,0,0,Player,-,1,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Stade Brest,2019/20,French Ligue 1|Stade Brest|2019/20,Kevin Mayi,Forward,1,0,0,3,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,Stade Brest,2019/20,French Ligue 1|Stade Brest|2019/20,Julien Fabri,Goalkeeper,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,,,,19,,,,,,Team,,,,,,,,,,,8,4,2,-,-,3,2,-,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Ryad Boudebouz,Midfielder,17,0,13,3,4,6,0,Player,,,,,,,,,,,,,,,,,,,,,3,16,Denis Bouanga,1,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Loic Perrin,Midfielder,15,0,15,1,0,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,2,2,1262,315.5,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Stephane Ruffier,Goalkeeper,15,0,15,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,3,20.00%,,1,-,1,1,-,1350,1350,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Denis Bouanga,Midfielder,15,7,13,3,2,7,0,Player,2,5,3,5,4,3,5,-,1,1,3,1,1,-,-,2,-,-,1116,159,,,,,,,,2,-,2,1,1,1116,558,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Miguel Trauco,Defender,13,1,12,2,1,1,0,Player,1,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,,,,,,,,,,3,1,2,3,-,1063,354.33,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,"Yann M'Vila",Midfielder,13,0,11,3,2,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Arnaud Nordin,Forward,13,0,6,10,7,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,1,-,597,597,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Mathieu Debuchy,Defender,12,0,12,2,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,-,1,1066,1066,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Wahbi Khazri,Midfielder,11,2,9,2,2,6,0,Player,2,-,1,-,2,-,2,-,-,-,1,-,-,-,-,1,-,-,,,,,,,,,,3,1,2,2,1,782,260.67,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Zaydou Youssouf,Midfielder,11,0,6,8,5,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,3,1,745,186.25,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Harold Moukoudi,Defender,9,0,9,4,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,2,1,810,270,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Timothee Kolodziejczak,Defender,9,0,8,2,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2,1,1,764,382,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Romain Hamouma,Midfielder,9,5,7,5,2,4,0,Player,3,2,1,1,3,2,4,1,-,-,4,1,-,-,-,-,-,-,618,124,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Robert Beric,Forward,9,1,3,10,6,2,0,Player,-,1,1,1,1,-,-,-,1,-,-,1,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Jean-Eudes Aholou,Midfielder,8,1,6,4,2,4,0,Player,1,-,-,-,-,1,-,-,1,-,-,-,1,-,-,-,-,-,,,,,,,,,,3,1,2,1,2,437,145.67,1,1,-,1,-,1,-,567,567
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Mahdi Camara,Midfielder,8,0,6,4,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Yohan Cabaye,Midfielder,8,0,5,3,3,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Wesley Fofana,Midfielder,7,1,6,2,1,0,0,Player,1,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,,,,,,,,,,1,1,-,-,1,584,584,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Franck Honorat,Forward,6,0,6,1,0,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,1,-,485,485,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Lois Diony,Forward,5,1,3,6,2,3,0,Player,1,-,1,-,-,1,1,-,-,-,-,-,-,-,-,-,1,-,,,,,,,,,,1,-,1,1,-,233,233,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Charles Nathan Abi,Forward,5,0,3,2,2,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Sergi Palencia,Defender,4,0,4,5,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2,1,1,342,171,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,William Saliba,Defender,3,0,3,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Gabriel Silva,Defender,3,0,3,3,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Edmilson Indjai Correia,Midfielder,3,0,0,4,3,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Assane Diousse,Midfielder,2,0,1,2,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,1,-,99,99,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Jessy Moulin,Goalkeeper,1,0,1,15,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,1,100.00%,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Stefan Bajic,Goalkeeper,1,0,1,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Maxine Rivera,Forward,1,0,0,1,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Bilal Benkhedim,Midfielder,1,0,0,2,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Mickael Nade,Defender,0,0,0,5,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Theo Vermot,Goalkeeper,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Kevin Monnet-Paquet,Forward,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Saint-Etienne,2019/20,French Ligue 1|AS Saint-Etienne|2019/20,Alpha Sissoko,Defender,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,,,,23,,,,,,Team,,,,,,,,,,,10,4,2,-,-,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Wylan Cyprien,Midfielder,16,7,16,0,0,1,0,Player,5,2,4,1,4,3,7,-,-,-,4,-,-,-,-,3,-,-,1430,204,,,,,,,,2,2,-,1,1,1414,707,1,-,1,-,1,1,-,1414,1414
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Pierre Lees-Melou,Midfielder,15,2,15,0,0,0,0,Player,1,1,1,1,2,-,1,-,1,-,1,1,-,-,-,-,-,-,,,4,17,Kasper Dolberg,1,,,,5,2,3,2,3,1350,270,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Igniatius Ganago,Forward,15,3,9,7,6,7,0,Player,1,2,-,-,2,1,2,1,-,-,1,1,1,-,-,-,-,-,837,279,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Walter Benitez,Goalkeeper,14,0,14,0,0,0,1,Player,,,,,,,,,,,,,,,,,,,,,,,,,2,14.29%,,,,,,,,,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Dante,Defender,13,1,13,0,0,0,0,Player,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,1,-,,,,,,,,,,6,2,4,4,2,1170,195,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Patrick Burner,Defender,13,0,10,4,3,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,-,5,997,199.4,1,-,1,-,1,-,1,997,997
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Kasper Dolberg,Forward,12,4,11,1,1,3,0,Player,1,3,1,2,2,2,2,2,-,-,1,2,1,-,-,-,-,-,969,242,,,,,,,,1,-,1,1,-,969,969,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Myziane Maolida,Forward,11,1,4,8,7,3,0,Player,-,1,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Malang Sarr,Defender,10,0,9,2,1,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Alexis Claude-Maurice,Midfielder,10,0,8,2,2,5,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,693,693,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Christopher Herelle,Defender,9,2,9,0,0,3,0,Player,2,-,1,1,2,-,1,1,-,-,-,-,-,-,-,-,2,-,,,,,,,,,,1,1,-,-,1,694,694,1,1,-,-,1,1,-,720,720
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Youcef Attal,Defender,9,0,8,1,1,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,2,649,216.33,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Adam Ounas,Midfielder,9,0,7,2,2,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,641,641,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,"Stanley N'Soki",Defender,8,0,6,4,2,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Arnaud Lusamba,Midfielder,7,1,6,7,1,4,0,Player,1,-,-,-,1,-,-,-,-,1,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Adrien Tameze-Aoutsa,Forward,7,1,5,5,2,2,0,Player,1,-,1,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,2,-,2,1,1,429,214.5,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Racine Coly,Defender,6,1,5,6,1,1,0,Player,-,1,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,1,,,,,,,,,,2,2,-,-,2,393,196.5,1,-,1,-,1,-,1,393,393
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Danilo Barbosa,Midfielder,6,0,5,6,1,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Andy Pelmard,Defender,6,0,4,4,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Khephren Thuram-Ulien,Midfielder,6,0,0,11,6,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Hicham Boudaoui,Midfielder,4,0,2,4,2,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,-,1,171,171,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Gautier Lloris,Defender,3,0,3,4,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,270,270,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Ihsan Sacko,Midfielder,3,0,2,1,1,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Yannis Clementia,Goalkeeper,2,0,2,14,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,,,,,,,,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Mickael Le Bihan,Defender,2,0,1,1,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,1,-,99,99,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Bassem Srarfi,Midfielder,2,0,1,4,1,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,110,110,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Ibrahim Cisse,Defender,2,0,0,3,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Remi Walter,Midfielder,1,0,1,1,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Eddy Sylvestre,Midfielder,1,0,0,3,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Alexandre Gameiro,Midfielder,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Noah Cretier,Defender,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Balthazar Pierret,Midfielder,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Evann Guessand,Forward,0,0,0,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,OGC Nice,2019/20,French Ligue 1|OGC Nice|2019/20,Yoan Cardinale,Goalkeeper,0,0,0,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,,,,25,,,,,,Team,,,,,,,,,,,18,1,2,-,-,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Naldo,Defender,0,0,0,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Gil Dias,Midfielder,10,0,9,8,1,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2,-,2,799,399.5,,,,,,,,,
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Rony Lopes,Midfielder,1,0,1,0,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Guillermo Maripan,Defender,12,1,12,3,0,2,0,Player,-,1,-,-,1,-,1,-,-,-,-,-,1,-,-,-,-,-,,,,,,,,,,1,1,-,-,1,1035,1035,,,,,,,,,
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Benjamin Lecomte,Goalkeeper,18,0,18,0,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,5,27.78%,,1,-,1,-,1,1620,1620,,,,,,,,,
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Wissam Ben Yedder,Forward,17,10,17,0,0,6,0,Player,7,3,5,3,6,4,8,2,-,-,7,-,-,-,-,2,1,-,1470,147,3,12,Stevan Jovetic,1,,,,1,-,1,-,1,1470,1470,,,,,,,,,
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Kamil Glik,Defender,17,0,17,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,2,2,1530,382.5,,,,,,,,,
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Aleksandr Golovin,Midfielder,16,1,16,0,0,7,0,Player,1,-,1,1,1,-,1,-,-,-,1,-,-,-,-,-,-,-,,,3,12,Islam Slimani,1,,,,3,-,3,2,1,1334,444.67,1,-,1,-,1,-,1,1334,1334
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Gelson Martins,Forward,16,2,15,1,1,5,0,Player,1,1,-,1,-,2,2,-,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,2,1,1,-,2,1310,655,,,,,,,,,
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Fode Ballo,Defender,14,0,11,5,3,0,1,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,2,1,1007,335.67,,,,,,,,,
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Adrien Silva,Midfielder,14,0,8,6,6,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,-,3,752,250.67,,,,,,,,,
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Ruben Aguilar,Defender,13,0,6,9,7,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,1,-,617,617,1,1,-,1,-,-,1,729,729
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Keita Balde,Forward,13,2,4,11,9,2,0,Player,-,2,-,2,2,-,2,-,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,2,1,1,1,1,482,241,,,,,,,,,
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Tiemoue Bakayoko,Midfielder,12,1,12,0,0,1,0,Player,-,1,-,-,1,-,1,-,-,-,-,-,1,-,-,-,-,-,,,,,,,,,,3,1,2,1,2,1072,357.33,,,,,,,,,
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Islam Slimani,Forward,11,7,10,1,1,3,0,Player,4,3,4,2,3,4,3,3,1,-,5,1,-,-,-,-,1,-,898,128,3,12,Wissam Ben Yedder,2,,,,4,2,2,3,1,875,218.75,1,-,1,-,1,-,1,875,875
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Francesc Fabregas,Midfielder,11,0,8,5,3,6,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,607,-,1,1,-,1,-,1,-,727,727
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Jemerson,Defender,10,0,10,1,0,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,-,2,790,395,1,1,-,-,1,1,-,860,860
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Benoit Badiashile,Defender,9,0,9,9,0,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Benjamin Henrichs,Defender,9,0,7,3,2,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,1,2,620,206.67,,,,,,,,,
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Jean-Kevin Augustin,Forward,7,0,1,11,6,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Gabriel Boschilia,Midfielder,5,0,1,7,4,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Henry Onyekuru,Forward,3,0,2,3,1,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Stevan Jovetic,Forward,3,1,1,2,2,1,0,Player,-,1,-,1,1,-,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,1,-,1,1,-,117,117,,,,,,,,,
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Jonathan Panzo,Defender,2,0,1,2,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Lyle Foster,Forward,2,0,1,1,1,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Moussa Sylla,Midfielder,1,0,0,1,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Ligue 1,AS Monaco,2019/20,French Ligue 1|AS Monaco|2019/20,Arthur Zagre,Defender,1,0,0,8,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
