League,Team,Season,KEY,Player,Position,Appearances,Goals,Started,Started As A Sub,Came On,Taken Off,Own Goals,Type Of Goal,First Half,Second Half,First Scorer,Last Scorer,Home,Away,Right Foot,Left Foot,Header,Other Method,Open Play,Cross,Free Kick,Direct Free Kick,Throw In,Penalty,Corner,Other Type Of Play,Minutes played,Min/goal,Assists,% Assists,Leading Recipient,Recipient Goals,CS,% Clean Sheets,Hat Tricks,Yellow Cards,Yellow - First Half,Yellow - Second Half,Yellow - Home,Yellow - Away,Yelow - Minutes Played,Minutes per Yellow Cards,Sent Off,Straight Red Card,Two Yellow Cards,Red - First Half,Red - Second Half,Red - Home,Red - Away,Red - Minutes Played,Minutes per Red Cards
Bundesliga,Hamburger SV,2016/17,Bundesliga|Hamburger SV|2016/17,Emir Spahic,Defender,11,0,9,2,2,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,2,776,258.67,,,,,,,,,
Bundesliga,Hamburger SV,2016/17,Bundesliga|Hamburger SV|2016/17,Walace,Midfielder,9,1,9,7,0,4,0,Player,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,1,-,,,,,,,,,,2,-,2,2,-,722,361,,,,,,,,,
Bundesliga,Hamburger SV,2016/17,Bundesliga|Hamburger SV|2016/17,Bakery Jatta,Forward,6,0,1,12,5,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Hamburger SV,2016/17,Bundesliga|Hamburger SV|2016/17,Alen Halilovic,Midfielder,6,0,1,7,5,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Hamburger SV,2016/17,Bundesliga|Hamburger SV|2016/17,Cleber,Defender,5,0,5,3,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,325,325,1,1,-,1,-,-,1,455,455
Bundesliga,Hamburger SV,2016/17,Bundesliga|Hamburger SV|2016/17,Vasilije Janjicic,Midfielder,4,0,2,7,2,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Hamburger SV,2016/17,Bundesliga|Hamburger SV|2016/17,Nabil Bahoui,Midfielder,1,0,1,3,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Hamburger SV,2016/17,Bundesliga|Hamburger SV|2016/17,Tom Mickel,Goalkeeper,1,0,1,15,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,,,,,,,,,,,,,,,,
Bundesliga,Hamburger SV,2016/17,Bundesliga|Hamburger SV|2016/17,Ashton Gotz,Defender,1,0,1,9,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,-,1,66,66,,,,,,,,,
Bundesliga,Hamburger SV,2016/17,Bundesliga|Hamburger SV|2016/17,Finn Porath,Midfielder,1,0,0,6,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,Hamburger SV,2016/17,Bundesliga|Hamburger SV|2016/17,Andreas Hirzel,Goalkeeper,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,,,,43,,,,,,Team,,,,,,,,,,,19,4,1,1,-,7,11,-,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Bojan Krkic,Forward,11,1,8,8,3,5,0,Player,1,-,1,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,1,-,1,1,-,630,630,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Giulio Donati,Defender,32,0,31,2,1,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,3,1,2804,701,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Yunis Malli,Midfielder,32,7,28,5,4,11,0,Player,,,,,,,5,1,1,-,3,1,-,-,-,3,-,-,,,7,16,Jhon Cordoba,2,,,,,,,,,,,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Stefan Bell,Forward,31,5,30,2,1,0,0,Player,2,3,1,1,3,2,-,1,4,-,-,-,1,-,-,-,4,-,,,,,,,,,,10,5,5,5,5,2743,274.3,1,-,1,-,1,-,1,2743,2743
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Pablo de Blasis,Midfielder,31,5,17,16,14,10,0,Player,3,2,2,2,4,1,3,-,2,-,2,1,-,-,-,1,1,-,,,,,,,,,,5,2,3,4,1,1654,330.8,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Levin Oztunali,Midfielder,30,4,23,9,7,12,0,Player,3,1,1,2,3,1,3,-,1,-,3,-,-,1,-,-,-,-,,,6,14,Jhon Cordoba,1,,,,1,-,1,-,1,1972,1972,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Jhon Cordoba,Forward,29,5,27,2,2,11,0,Player,4,1,2,1,4,1,4,-,1,-,4,-,-,-,-,-,1,-,,,,,,,,,,8,3,5,4,4,2355,294.38,1,1,-,-,1,-,1,2425,2425
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Daniel Brosinski,Midfielder,29,1,27,6,2,1,0,Player,1,-,-,-,-,1,1,-,-,-,-,-,-,-,-,1,-,-,,,,,,,,,,6,3,3,4,2,2453,408.83,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Jonas Lossl,Goalkeeper,27,0,27,6,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,5,18.52%,,,,,,,,,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Jean-Philippe Gbamin,Defender,25,0,21,5,4,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,1,3,1851,462.75,2,1,1,-,2,1,1,1825,912.5
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Fabien Frei,Midfielder,24,0,19,11,5,6,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-,3,2,1,1668,556,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Danny Latza,Midfielder,21,5,18,3,3,6,0,Player,3,2,2,2,5,-,4,-,1,-,3,1,-,-,-,-,1,-,1579,316,,,,,,,1,6,-,6,3,3,1579,263.17,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Yoshinori Muto,Midfielder,19,5,10,13,9,6,0,Player,-,5,-,4,3,2,-,2,3,-,2,1,-,-,-,-,2,-,1019,204,,,,,,,,3,-,3,2,1,1019,339.67,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Andre Ramalho,Defender,18,0,12,11,6,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,-,4,1135,283.75,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Leon Balogun,Defender,17,0,13,11,4,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,2,1022,340.67,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Jairo,Midfielder,17,2,11,12,6,7,0,Player,-,2,-,1,2,-,2,-,-,-,-,-,-,-,-,2,-,-,,,,,,,,,,5,1,4,5,-,942,188.4,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Karim Onisiwo,Forward,16,1,10,8,6,4,0,Player,-,1,-,1,1,-,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,4,-,4,1,3,912,228,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Alexander Hack,Defender,15,0,13,8,2,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,1,-,1295,1295,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Gaetan Bussmann,Defender,14,0,12,11,2,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,1,-,1047,1047,1,1,-,-,1,1,-,1113,1113
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Robin Quaison,Midfielder,11,1,6,6,5,5,0,Player,1,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Niko Bungert,Forward,10,1,9,19,1,3,0,Player,1,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,,,,,,,,,,1,-,1,1,-,757,757,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Suat Serdar,Midfielder,8,0,4,9,4,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,-,1,328,328,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Jannik Huth,Goalkeeper,7,0,7,25,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,2,28.57%,,,,,,,,,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Aaron Seydel,Forward,6,1,1,11,5,0,0,Player,1,-,1,-,-,1,-,1,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Gerrit Holtmann,Midfielder,5,0,1,9,4,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Jose Rodriguez,Midfielder,2,0,0,4,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,5,-,1,1,-,-,1,-,1,5,5
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Mounir Bouziane,Forward,1,0,0,1,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Besar Halimi,Midfielder,0,0,0,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Florian Muller,Goalkeeper,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,1. FSV Mainz 05,2016/17,Bundesliga|1. FSV Mainz 05|2016/17,Lukas Watkowiak,Goalkeeper,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,,,,32,,,,,,Team,,,,,,,,,,,15,4,2,1,-,3,7,-,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Philipp Wollscheid,Defender,7,0,6,8,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Mario Gomez,Forward,33,16,32,1,1,5,0,Player,5,11,6,8,5,11,5,4,5,2,7,2,1,-,-,2,4,-,2854,178,,,,,,,1,4,-,4,2,2,2854,713.5,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Maximilian Arnold,Midfielder,32,2,28,4,4,5,0,Player,1,1,1,-,2,-,1,1,-,-,-,1,-,-,-,-,1,-,,,,,,,,,,9,4,5,4,5,2424,269.33,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Daniel Caligiuri,Midfielder,32,4,27,6,5,16,0,Player,,,,,,,3,1,-,-,3,1,-,-,-,-,-,-,,,,,,,,,,2,2,-,2,-,2222,1111,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Jakub Blaszczykowski,Midfielder,28,0,20,12,8,9,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,-,1690,845,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Luiz Gustavo,Midfielder,27,0,26,2,1,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,4,4,3,2345,335,1,-,1,-,1,1,-,2345,2345
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Yannick Gerhardt,Midfielder,27,0,25,7,2,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,-,5,2214,442.8,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Ricardo Rodriguez,Defender,25,2,24,1,1,2,0,Player,-,2,-,2,-,2,-,2,-,-,-,-,-,1,-,1,-,-,,,,,,,,,,1,1,-,1,-,2109,2109,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Robin Knoche,Midfielder,23,1,21,11,2,2,0,Player,1,-,1,-,-,1,-,-,1,-,1,-,-,-,-,-,-,-,,,,,,,,,,2,1,1,2,-,1871,935.5,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Paul Seguin,Midfielder,22,1,15,11,7,7,0,Player,1,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,4,1,3,2,2,1323,330.75,1,-,1,-,1,1,-,1323,1323
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Vieirinha,Midfielder,21,0,13,14,8,10,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-,3,1,2,1217,405.67,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Jeffrey Bruma,Defender,20,1,20,1,0,1,1,Player,1,-,1,1,1,-,-,-,1,-,-,-,-,-,-,-,1,-,,,,,,,,,,6,3,3,1,5,1718,286.33,1,1,-,1,-,-,1,1852,1852
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Koen Casteels,Goalkeeper,20,0,20,13,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,8,40.00%,,3,1,2,1,2,1800,600,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Josuha Guilavogui,Midfielder,19,0,17,2,2,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,3,2,4,1540,256.67,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Borja Mayoral,Forward,19,2,3,22,16,3,0,Player,2,-,1,1,2,-,1,-,-,1,1,-,-,-,-,-,1,-,,,,,,,,,,1,-,1,-,1,373,373,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Daniel Didavi,Midfielder,18,4,11,9,7,11,0,Player,1,3,2,1,2,2,1,3,-,-,3,-,1,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Diego Benaglio,Goalkeeper,14,0,14,14,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,3,21.43%,,1,1,-,1,-,1260,1260,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Julian Draxler,Midfielder,13,0,12,1,1,5,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Riechedly Bazoer,Midfielder,12,0,12,4,0,5,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,3,2,974,194.8,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Jannes Horn,Defender,12,0,9,15,3,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2,1,1,884,442,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Christian Trasch,Midfielder,11,0,7,17,4,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Paul-Georges Ntep,Forward,10,0,5,8,5,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Bruno Henrique,Forward,7,0,1,8,6,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Sebastian Jung,Forward,4,0,4,3,0,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Marcel Schafer,Defender,4,0,2,12,2,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,108,108,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Josip Brekalo,Forward,4,0,0,7,4,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,1,-,76,76,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Victor Osimhen,Forward,2,0,0,3,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,1,-,45,45,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Justin Mobius,Midfielder,2,0,0,6,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Bas Dost,Forward,1,0,1,0,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Hendrik Hansen,Goalkeeper,1,0,0,3,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Gian-Luca Itter,Defender,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Carlos Ascues,Midfielder,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Max Grun,Goalkeeper,0,0,0,7,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,VfL Wolfsburg,2016/17,Bundesliga|VfL Wolfsburg|2016/17,Ismail Azzaoui,Midfielder,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,FC Ingolstadt 04,2016/17,Bundesliga|FC Ingolstadt 04|2016/17,,,,35,,,,,,Team,,,,,,,,,,,15,3,4,4,-,6,3,-,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,FC Ingolstadt 04,2016/17,Bundesliga|FC Ingolstadt 04|2016/17,Marvin Matip,Defender,33,0,33,0,0,1,1,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,4,3,2,2970,594,,,,,,,,,
Bundesliga,FC Ingolstadt 04,2016/17,Bundesliga|FC Ingolstadt 04|2016/17,Pascal Gross,Midfielder,33,5,31,2,2,12,0,Player,3,2,2,2,4,1,5,-,-,-,2,-,-,-,-,3,-,-,,,,,,,,,,5,1,4,3,2,2730,546,,,,,,,,,
Bundesliga,FC Ingolstadt 04,2016/17,Bundesliga|FC Ingolstadt 04|2016/17,Dario Lezcano,Forward,33,6,27,6,6,14,0,Player,5,1,2,1,4,2,3,1,2,-,5,-,1,-,-,-,-,-,2516,419,,,,,,,,4,2,2,1,3,2516,629,,,,,,,,,
Bundesliga,FC Ingolstadt 04,2016/17,Bundesliga|FC Ingolstadt 04|2016/17,Almog Cohen,Midfielder,31,7,29,4,2,8,0,Player,3,4,1,1,3,4,3,2,2,-,2,1,3,-,-,1,-,-,2500,357,,,,,,,,2,1,1,1,1,2500,1250,,,,,,,,,
Bundesliga,FC Ingolstadt 04,2016/17,Bundesliga|FC Ingolstadt 04|2016/17,Markus Suttner,Defender,30,4,30,1,0,4,1,Player,1,3,-,2,3,1,-,4,-,-,-,-,-,4,-,-,-,-,,,,,,,,,,10,5,5,3,7,2646,264.6,,,,,,,,,
Bundesliga,FC Ingolstadt 04,2016/17,Bundesliga|FC Ingolstadt 04|2016/17,Roger,Midfielder,30,1,26,7,4,8,0,Player,1,-,1,1,1,-,-,-,1,-,-,1,-,-,-,-,-,-,,,,,,,,,,6,2,4,2,4,2286,381,,,,,,,,,
Bundesliga,FC Ingolstadt 04,2016/17,Bundesliga|FC Ingolstadt 04|2016/17,Mathew Leckie,Forward,30,0,25,5,5,9,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,2,1,2088,696,2,1,1,-,2,1,1,2106,1053
Bundesliga,FC Ingolstadt 04,2016/17,Bundesliga|FC Ingolstadt 04|2016/17,Marcel Tisserand,Defender,28,0,27,3,1,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,7,4,5,2389,265.44,,,,,,,,,
Bundesliga,FC Ingolstadt 04,2016/17,Bundesliga|FC Ingolstadt 04|2016/17,Lukas Hinterseer,Forward,28,3,8,26,20,4,0,Player,-,3,-,3,1,2,3,-,-,-,1,-,-,-,-,2,-,-,,,,,,,,,,2,-,2,-,2,950,475,,,,,,,,,
Bundesliga,FC Ingolstadt 04,2016/17,Bundesliga|FC Ingolstadt 04|2016/17,Alfredo Morales,Midfielder,27,1,20,7,7,9,0,Player,1,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,1,-,,,,,,,,,,5,3,2,2,3,1711,342.2,1,-,1,-,1,-,1,1711,1711
Bundesliga,FC Ingolstadt 04,2016/17,Bundesliga|FC Ingolstadt 04|2016/17,Florent Hadergjonaj,Defender,25,1,25,3,0,1,0,Player,-,1,-,1,1,-,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,6,1,5,2,4,2222,370.33,,,,,,,,,
Bundesliga,FC Ingolstadt 04,2016/17,Bundesliga|FC Ingolstadt 04|2016/17,Martin Hansen,Goalkeeper,23,0,23,9,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,4,17.39%,,1,-,1,1,-,2038,2038,,,,,,,,,
Bundesliga,FC Ingolstadt 04,2016/17,Bundesliga|FC Ingolstadt 04|2016/17,Sonny Kittel,Midfielder,20,2,7,18,13,6,0,Player,1,1,2,-,1,1,1,1,-,-,2,-,-,-,-,-,-,-,,,,,,,,,,2,1,1,1,1,787,393.5,,,,,,,,,
Bundesliga,FC Ingolstadt 04,2016/17,Bundesliga|FC Ingolstadt 04|2016/17,Romain Bregerie,Defender,17,3,17,4,0,0,0,Player,2,1,2,1,2,1,2,-,1,-,1,-,-,-,-,-,2,-,,,,,,,,,,3,-,3,3,-,1527,509,1,1,-,-,1,1,-,1533,1533
Bundesliga,FC Ingolstadt 04,2016/17,Bundesliga|FC Ingolstadt 04|2016/17,Anthony Jung,Defender,16,1,8,21,8,5,0,Player,1,-,1,-,1,-,-,-,1,-,-,1,-,-,-,-,-,-,,,,,,,,,,1,1,-,1,-,701,701,,,,,,,,,
Bundesliga,FC Ingolstadt 04,2016/17,Bundesliga|FC Ingolstadt 04|2016/17,Moritz Hartmann,Forward,14,1,12,2,2,9,0,Player,-,1,1,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,FC Ingolstadt 04,2016/17,Bundesliga|FC Ingolstadt 04|2016/17,Stefan Lex,Midfielder,13,0,2,24,11,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,1,2,324,108,,,,,,,,,
Bundesliga,FC Ingolstadt 04,2016/17,Bundesliga|FC Ingolstadt 04|2016/17,Orjan Nyland,Goalkeeper,12,0,11,23,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,,,,,,,,,,,,,,,,
Bundesliga,FC Ingolstadt 04,2016/17,Bundesliga|FC Ingolstadt 04|2016/17,Max Christiansen,Midfielder,12,0,5,22,7,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2,1,1,529,264.5,1,-,1,-,1,-,1,529,529
Bundesliga,FC Ingolstadt 04,2016/17,Bundesliga|FC Ingolstadt 04|2016/17,Tobias Levels,Defender,10,0,8,13,2,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-,3,1,2,719,239.67,1,1,-,-,1,1,-,721,721
Bundesliga,FC Ingolstadt 04,2016/17,Bundesliga|FC Ingolstadt 04|2016/17,Robert Leipertz,Midfielder,6,0,0,17,6,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,FC Ingolstadt 04,2016/17,Bundesliga|FC Ingolstadt 04|2016/17,Maurice Multhaup,Midfielder,1,0,0,7,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bundesliga,FC Ingolstadt 04,2016/17,Bundesliga|FC Ingolstadt 04|2016/17,Christian Ortag,Goalkeeper,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
