League,Team,Season,KEY,Player,Position,Appearances,Goals,Started,Started As A Sub,Came On,Taken Off,Own Goals,Type Of Goal,First Half,Second Half,First Scorer,Last Scorer,Home,Away,Right Foot,Left Foot,Header,Other Method,Open Play,Cross,Free Kick,Direct Free Kick,Throw In,Penalty,Corner,Other Type Of Play,Minutes played,Min/goal,Assists,% Assists,Leading Recipient,Recipient Goals,CS,% Clean Sheets,Hat Tricks,Yellow Cards,Yellow - First Half,Yellow - Second Half,Yellow - Home,Yellow - Away,Yelow - Minutes Played,Minutes per Yellow Cards,Sent Off,Straight Red Card,Two Yellow Cards,Red - First Half,Red - Second Half,Red - Home,Red - Away,Red - Minutes Played,Minutes per Red Cards
Premier League,Chelsea,2016/17,Premier League|Chelsea|2016/17,Willian,Midfielder,34,8,15,19,19,13,0,Player,3,5,2,1,4,4,7,1,-,-,7,-,-,1,-,-,-,-,1528,191,,,,,,,,3,1,2,2,1,1528,509.33,,,,,,,,,
Premier League,Chelsea,2016/17,Premier League|Chelsea|2016/17,David Luiz,Defender,33,1,33,1,0,2,0,Player,1,-,1,-,-,1,1,-,-,-,-,-,-,1,-,-,-,-,,,,,,,,,,6,2,4,4,2,2956,492.67,,,,,,,,,
Premier League,Chelsea,2016/17,Premier League|Chelsea|2016/17,Marcos Alonso,Defender,31,6,30,4,1,2,0,Player,4,2,2,1,3,3,1,4,1,-,4,-,1,1,-,-,-,-,,,,,,,,,,2,-,2,2,-,2693,1346.5,,,,,,,,,
Premier League,Chelsea,2016/17,Premier League|Chelsea|2016/17,Francesc Fabregas,Midfielder,29,5,13,21,16,5,0,Player,3,2,3,2,4,1,4,1,-,-,5,-,-,-,-,-,-,-,,,12,14,Diego Costa,4,,,,8,1,7,2,6,1329,166.13,,,,,,,,,
Premier League,Chelsea,2016/17,Premier League|Chelsea|2016/17,Michy Batshuayi,Forward,20,5,1,36,19,1,0,Player,-,5,1,2,3,2,2,3,-,-,5,-,-,-,-,-,-,-,235,47,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Chelsea,2016/17,Premier League|Chelsea|2016/17,Branislav Ivanovic,Defender,13,0,6,13,7,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,-,1,1,583,291.5,,,,,,,,,
Premier League,Chelsea,2016/17,Premier League|Chelsea|2016/17,Nathaniel Chalobah,Defender,10,0,1,28,9,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-,2,1,1,159,79.5,,,,,,,,,
Premier League,Chelsea,2016/17,Premier League|Chelsea|2016/17,John Terry,Defender,9,1,6,16,3,1,0,Player,1,-,1,-,1,-,-,1,-,-,-,-,-,-,-,-,1,-,,,,,,,,,,1,-,1,-,1,494,494,,,,,,,,,
Premier League,Chelsea,2016/17,Premier League|Chelsea|2016/17,Oscar,Midfielder,9,0,5,8,4,4,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,1,-,456,456,,,,,,,,,
Premier League,Chelsea,2016/17,Premier League|Chelsea|2016/17,Kurt Zouma,Defender,9,0,3,19,6,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Chelsea,2016/17,Premier League|Chelsea|2016/17,Ruben Loftus-Cheek,Midfielder,6,0,0,15,6,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Chelsea,2016/17,Premier League|Chelsea|2016/17,Temitayo Aina,Defender,3,0,0,11,3,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Chelsea,2016/17,Premier League|Chelsea|2016/17,Asmir Begovic,Goalkeeper,2,0,2,36,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00%,,,,,,,,,,,,,,,,,
Premier League,Chelsea,2016/17,Premier League|Chelsea|2016/17,Kenedy,Midfielder,2,0,1,3,1,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Chelsea,2016/17,Premier League|Chelsea|2016/17,Dominic Solanke,Forward,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Chelsea,2016/17,Premier League|Chelsea|2016/17,Eduardo,Goalkeeper,0,0,0,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,,,,84,,,,,,Team,,,,,,,,,,,55,12,5,-,-,7,5,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Dele Alli,Midfielder,37,18,35,2,2,13,0,Player,9,9,4,5,9,9,9,5,4,-,12,4,1,-,-,1,-,-,3045,169,7,8,Harry Kane,3,,,,4,2,2,2,2,3045,761.25,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Christian Eriksen,Midfielder,36,8,36,2,0,10,0,Player,3,5,4,3,5,3,2,5,-,1,8,-,-,-,-,-,-,-,3167,396,15,18,Harry Kane,6,,,,,,,,,,,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Victor Wanyama,Midfielder,36,4,35,1,1,5,0,Player,1,3,2,2,3,1,1,-,3,-,-,1,2,-,-,-,1,-,,,,,,,,,,10,4,6,6,4,3016,301.6,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Eric Dier,Midfielder,36,2,34,3,2,3,0,Player,1,1,1,-,1,1,2,-,-,-,1,-,-,-,-,-,1,-,,,,,,,,,,6,2,4,2,4,3044,507.33,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Hugo Lloris,Goalkeeper,34,0,34,0,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,15,44.12%,,,,,,,,,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Heung Min Son,Midfielder,34,14,23,13,11,15,0,Player,7,7,2,3,4,10,9,5,-,-,13,1,-,-,-,-,-,-,2066,148,6,7,Dele Alli,3,,,,2,2,-,1,1,2066,1033,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Jan Vertonghen,Defender,33,0,33,0,0,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,4,2,3,2897,579.4,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Kyle Walker,Defender,33,0,31,4,2,5,0,Player,,,,,,,,,,,,,,,,,,,,,6,7,Dele Alli,3,,,,8,2,6,3,5,2704,338,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Toby Alderweireld,Defender,30,1,30,0,0,3,0,Player,-,1,-,1,-,1,1,-,-,-,-,1,-,-,-,-,-,-,,,,,,,,,,1,-,1,-,1,2604,2604,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Harry Kane,Forward,30,29,29,1,1,16,0,Player,11,18,10,8,17,12,20,7,2,-,17,3,2,-,-,5,2,-,2536,87,7,8,Heung Min Son,3,,,4,3,-,3,1,2,2536,845.33,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Moussa Dembele,Midfielder,30,1,24,7,6,16,0,Player,1,-,1,-,1,-,1,-,-,-,-,-,-,-,-,-,1,-,,,,,,,,,,5,3,2,2,3,2067,413.4,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Vincent Janssen,Forward,27,2,7,24,20,4,0,Player,1,1,1,1,2,-,1,1,-,-,1,-,-,-,-,1,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Moussa Sissoko,Midfielder,25,0,8,23,17,7,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-,3,1,2,899,299.67,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Ben Davies,Defender,23,1,18,16,5,1,0,Player,-,1,-,-,-,1,-,1,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,1,-,1,1,-,1740,1740,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Harry Winks,Midfielder,21,1,3,24,18,1,0,Player,-,1,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,1,-,1,-,1,476,476,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Danny Rose,Defender,18,2,18,0,0,3,0,Player,-,2,-,2,2,-,-,2,-,-,1,1,-,-,-,-,-,-,,,,,,,,,,8,4,4,5,3,1528,191,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Kieran Trippier,Defender,12,0,6,23,6,2,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,564,564,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Erik Lamela,Midfielder,9,1,6,3,3,2,0,Player,-,1,-,1,-,1,-,-,1,-,-,1,-,-,-,-,-,-,,,,,,,,,,1,1,-,-,1,593,593,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Georges-Kevin Nkoudou,Midfielder,8,0,0,22,8,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Kevin Wimmer,Defender,5,0,4,23,1,1,1,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,2,357,119,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Michel Vorm,Goalkeeper,5,0,4,31,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,2,50.00%,,,,,,,,,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Joshua Onomah,Midfielder,5,0,0,15,5,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Filip Lesniak,Midfielder,1,0,0,2,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Luke McGee,Goalkeeper,0,0,0,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Pau Lopez,Goalkeeper,0,0,0,5,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Cameron Carter-Vickers,Defender,0,0,0,16,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Tottenham Hotspur,2016/17,Premier League|Tottenham Hotspur|2016/17,Samuel Shashoua,Midfielder,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,,,,75,,,,,,Team,,,,,,,,,,,50,8,4,2,-,7,4,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Kevin De Bruyne,Midfielder,36,6,33,4,3,11,0,Player,4,2,3,-,4,2,5,1,-,-,5,-,-,1,-,-,-,-,,,18,24,Sergio Aguero,5,,,,4,2,2,2,2,2886,721.5,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,David Silva,Midfielder,34,4,31,4,3,11,0,Player,3,1,2,1,3,1,-,4,-,-,4,-,-,-,-,-,-,-,,,7,9,Leroy Sane,2,,,,6,2,4,4,2,2767,461.17,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Raheem Sterling,Midfielder,33,7,29,6,4,13,0,Player,2,5,2,4,5,2,4,3,-,-,6,1,-,-,-,-,-,-,2518,360,6,8,Gabriel Jesus,1,,,,7,1,6,1,6,2518,359.71,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Fernandinho,Midfielder,32,2,31,1,1,0,0,Player,2,-,-,-,1,1,1,-,1,-,1,-,1,-,-,-,-,-,,,,,,,,,,4,2,2,1,3,2755,688.75,2,2,-,1,1,2,-,2871,1435.5
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Sergio Aguero,Forward,31,20,25,6,6,8,0,Player,13,7,7,3,5,15,15,3,2,-,11,3,1,-,-,4,1,-,2405,120,,,,,,,,4,-,4,3,1,2405,601.25,1,1,-,-,1,1,-,2405,2405
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Nicolas Otamendi,Defender,30,1,29,4,1,1,0,Player,-,1,-,1,1,-,-,-,1,-,-,-,1,-,-,-,-,-,,,,,,,,,,9,4,5,3,6,2592,288,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Aleksandar Kolarov,Defender,29,1,27,11,2,0,1,Player,-,1,-,-,-,1,-,1,-,-,-,-,-,1,-,-,-,-,,,,,,,,,,6,1,5,4,2,2533,422.17,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,John Stones,Defender,27,0,23,8,4,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-,1,-,1,2013,2013,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Leroy Sane,Midfielder,26,5,20,11,6,12,0,Player,1,4,2,1,2,3,-,5,-,-,5,-,-,-,-,-,-,-,,,,,,,,,,4,-,4,2,2,1788,447,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Gael Clichy,Defender,25,1,24,11,1,3,0,Player,-,1,1,-,1,-,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,2,-,2,1,1,2125,1062.5,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Yaya Toure,Midfielder,25,5,22,4,3,8,0,Player,1,4,2,2,1,4,5,-,-,-,2,-,-,-,-,2,1,-,,,,,,,,,,4,3,1,3,1,1947,486.75,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Jesus Navas,Midfielder,24,0,12,21,12,6,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1059,529.5,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Claudio Bravo,Goalkeeper,22,0,22,8,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,6,27.27%,,,,,,,,,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Pablo Zabaleta,Defender,20,1,11,21,9,3,0,Player,1,-,1,-,1,-,1,-,-,-,-,1,-,-,-,-,-,-,,,,,,,,,,2,-,2,1,1,1059,529.5,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Kelechi Iheanacho,Forward,20,4,5,23,15,4,0,Player,2,2,-,2,2,2,-,4,-,-,3,1,-,-,-,-,-,-,523,131,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Nolito,Forward,19,4,9,17,10,7,0,Player,-,4,-,3,1,3,2,1,1,-,3,1,-,-,-,-,-,-,,,,,,,,,,3,1,2,-,3,773,257.67,1,1,-,-,1,1,-,781,781
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Willy Caballero,Goalkeeper,17,0,16,22,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,6,37.50%,,,,,,,,,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Bacary Sagna,Defender,17,0,14,10,3,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1344,672,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Fernando,Midfielder,15,0,5,25,10,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-,3,1,2,559,186.33,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Vincent Kompany,Defender,11,3,10,10,1,3,0,Player,1,2,2,-,1,2,1,-,2,-,1,-,-,-,-,-,2,-,,,,,,,,,,5,2,3,3,2,822,164.4,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Ilkay Gundogan,Midfielder,10,3,9,1,1,7,0,Player,-,3,-,2,1,2,1,2,-,-,3,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Gabriel Jesus,Forward,10,7,8,2,2,3,0,Player,4,3,2,3,4,3,4,2,1,-,4,1,1,-,-,1,-,-,652,93,,,,,,,,2,1,1,1,1,652,326,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Fabian Delph,Midfielder,7,1,2,11,5,0,0,Player,-,1,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,1,-,1,-,1,219,219,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Aleix Garcia,Midfielder,4,0,1,13,3,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Samir Nasri,Midfielder,1,0,0,1,1,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Joe Hart,Goalkeeper,0,0,0,3,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Angus Gunn,Goalkeeper,0,0,0,5,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Tosin Adarabioyo,Defender,0,0,0,1,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Manchester City,2016/17,Premier League|Manchester City|2016/17,Pablo Maffeo,Defender,0,0,0,2,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Liverpool,2016/17,Premier League|Liverpool|2016/17,,,,77,,,,,,Team,,,,,,,,,,,45,16,1,3,-,7,5,-,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Liverpool,2016/17,Premier League|Liverpool|2016/17,Nathaniel Clyne,Defender,37,0,37,0,0,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Liverpool,2016/17,Premier League|Liverpool|2016/17,James Milner,Midfielder,36,7,36,0,0,6,0,Player,3,4,3,3,3,4,7,-,-,-,-,-,-,-,-,7,-,-,,,,,,,,,,5,3,2,3,2,3160,632,,,,,,,,,
Premier League,Liverpool,2016/17,Premier League|Liverpool|2016/17,Georginio Wijnaldum,Midfielder,36,6,33,4,3,9,0,Player,3,3,2,4,6,-,3,1,2,-,4,2,-,-,-,-,-,-,,,9,12,Adam Lallana,3,,,,2,-,2,1,1,2979,1489.5,,,,,,,,,
Premier League,Liverpool,2016/17,Premier League|Liverpool|2016/17,Roberto Firmino,Midfielder,35,11,34,1,1,7,0,Player,4,7,3,4,7,4,5,3,3,-,5,5,1,-,-,-,-,-,3068,279,7,9,Sadio Mane,4,,,,5,1,4,1,4,3068,613.6,,,,,,,,,
Premier League,Liverpool,2016/17,Premier League|Liverpool|2016/17,Divock Origi,Forward,34,7,14,24,20,9,0,Player,1,6,1,3,4,3,5,1,1,-,5,2,-,-,-,-,-,-,1457,208,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Liverpool,2016/17,Premier League|Liverpool|2016/17,Emre Can,Midfielder,32,5,26,7,6,3,0,Player,3,2,2,2,2,3,3,1,1,-,4,1,-,-,-,-,-,-,,,,,,,,,,6,-,6,4,2,2370,395,,,,,,,,,
Premier League,Liverpool,2016/17,Premier League|Liverpool|2016/17,Philippe Coutinho,Midfielder,31,13,28,3,3,19,0,Player,6,7,1,1,7,6,12,1,-,-,9,1,-,3,-,-,-,-,2243,173,7,9,Dejan Lovren,2,,,,2,1,1,-,2,2243,1121.5,,,,,,,,,
Premier League,Liverpool,2016/17,Premier League|Liverpool|2016/17,Adam Lallana,Midfielder,31,8,27,4,4,17,0,Player,4,4,3,2,5,3,3,4,1,-,5,3,-,-,-,-,-,-,2348,294,7,9,Sadio Mane,2,,,,3,1,2,1,2,2348,782.67,,,,,,,,,
Premier League,Liverpool,2016/17,Premier League|Liverpool|2016/17,Dejan Lovren,Defender,29,2,29,2,0,2,0,Player,2,-,1,-,-,2,1,-,1,-,-,1,-,-,-,-,1,-,,,,,,,,,,6,2,4,2,4,2555,425.83,,,,,,,,,
Premier League,Liverpool,2016/17,Premier League|Liverpool|2016/17,Joel Matip,Defender,29,1,27,4,2,0,0,Player,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,1,-,,,,,,,,,,3,1,2,1,2,2455,818.33,,,,,,,,,
Premier League,Liverpool,2016/17,Premier League|Liverpool|2016/17,Simon Mignolet,Goalkeeper,28,0,28,10,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,9,32.14%,,,,,,,,,,,,,,,,,
Premier League,Liverpool,2016/17,Premier League|Liverpool|2016/17,Sadio Mane,Midfielder,27,13,26,1,1,13,0,Player,9,4,6,2,9,4,9,3,1,-,10,1,-,-,-,-,2,-,2247,173,,,,,,,,4,1,3,1,3,2247,561.75,,,,,,,,,
Premier League,Liverpool,2016/17,Premier League|Liverpool|2016/17,Jordan Henderson,Midfielder,24,1,24,0,0,2,0,Player,1,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,-,-,,,,,,,,,,8,3,5,4,4,2118,264.75,,,,,,,,,
Premier League,Liverpool,2016/17,Premier League|Liverpool|2016/17,Lucas Leiva,Midfielder,24,0,12,23,12,3,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,1,3,1103,275.75,,,,,,,,,
Premier League,Liverpool,2016/17,Premier League|Liverpool|2016/17,Ragnar Klavan,Defender,20,0,15,18,5,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,2,1,1405,468.33,,,,,,,,,
Premier League,Liverpool,2016/17,Premier League|Liverpool|2016/17,Daniel Sturridge,Forward,20,3,7,20,13,7,0,Player,2,1,2,1,1,2,1,1,1,-,2,-,-,-,-,-,1,-,,,,,,,,,,1,1,-,-,1,768,768,,,,,,,,,
Premier League,Liverpool,2016/17,Premier League|Liverpool|2016/17,Alberto Moreno,Defender,12,0,2,36,10,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,-,-,1,295,295,,,,,,,,,
Premier League,Liverpool,2016/17,Premier League|Liverpool|2016/17,Loris Karius,Goalkeeper,10,0,10,25,0,0,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,3,30.00%,,,,,,,,,,,,,,,,,
Premier League,Liverpool,2016/17,Premier League|Liverpool|2016/17,Trent Alexander-Arnold,Midfielder,7,0,2,21,5,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Premier League,Liverpool,2016/17,Premier League|Liverpool|2016/17,Ben Woodburn,Forward,5,0,1,16,4,1,0,Player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
